"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"India","IND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1048331217294.86","1095237569062.55","1181610043022.2","1267084285425.67","1380314785724.13","1515999643921.79","1660300081860.19","1757329776240.69","1886981805840.73","2082964298530.68","2211966282613.25","2370880066359.36","2499312620417.46","2748991073206.54","3046571526360.91","3391057140645.14","3777405338051.76","4176965103209.64","4388857508366.17","4763102417294.42","5230655285642.35","5618380734786.9","6162754462198.7","6497743441802.88","6812807109169.83","7204580698460.8","7795524017465.34","8354710136357.47","9230789424534.98","9932850520576.54","9771021183358.88","11384367630967.9","13124053155136.1","14845911292307.9","16190819718797.5",
"Not classified","INX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48260029859.7662","50854815800.7517","53752727436.6604","56508512548.173","61037178152.1853","68320921081.0325","74474161435.3107","83154181089.6917","93160227483.321","101534472721.861","114952273134.222","125950306599.102","138491150176.63","145014198908.236","157659335259.766","168336054806.382","189029911943.719","205800481424.432","198299092484.809","188081266066.874","197076149002.53","208511613167.804","214918771383.305","225821495313.278","245187087093.32","336695182891.5","347739763486.59","388369654017.787","422696075807.799","457946413933.007","492886866396.886","597445848156.993","709490152389.069","662924221900.406","705755786877.782",
"Iran, Islamic Rep.","IRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","423630030156.442","493647584258.802","521548508581.658","526057011710.201","528164661882.275","552185989285.95","598003918562.787","616530882263.923","636427899441.927","658360060664.741","712629570942.752","746106962309.363","818914829169.246","907228078719.057","972025667852.83","1034480975483.56","1119699630598.24","1243829453158.88","1270974781287.85","1291696494018.72","1383196224848.44","1449083552221","1295740677467.97","1250610246950.94","1255791375247.15","1131039620719.18","1221422583406.8","1281375169176.87","1277953990214.69","1162001171464.4","1237805777178.19","1322577157396.53","1470380001563.54","1600138337693.92","1688651728561.7",
"Iraq","IRQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47865679774.9688","64912464640.9092","86579026069.7901","91836132918.6705","95749417693.7608","108247890638.306","133500631047.636","182252654598.758","217325437747.155","259577403501.468","270111255027.357","251805287771.753","162650639377.489","256191378325.31","268650501076.713","292549681426.897","306150208636.96","337724546711.309","351290680598.811","378324820663.84","415269270855.8","484698181757.22","517535382527.478","481300153146.581","350607538727.124","349270949154.251","400912993904.789","484572670623.272","504546085405.449","445338053116.048","548372044650.92","634224994897.802","660448460341.748","665966378219.474",
"Iceland","ISL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5598639941.47588","5775035055.50372","5707359074.34331","5919382969.71728","6263970914.65991","6402775818.379","6660262547.88888","7284697334.38553","7870929434.08016","8198700509.48308","8375093029.85957","9086333221.49219","9375292903.83657","9467640392.32602","10402862044.4128","11074925909.5813","12060170222.0007","12921528405.0239","13879915595.1021","13333310873.277","12647987098.348","13059433954.0833","13471498420.0286","14378252058.9283","15058763610.4313","16280817030.1433","17939410954.5851","19106258173.1222","20174853794.358","21822649369.3722","20447442733.9865","22951036648.8571","28049039292.067","30156746997.1461","31664276580.4617",
"Israel","ISR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73147636004.3255","81463925985.7838","89785439290.5952","95697517239.8949","105001126626.331","114281450168.751","123249883012.158","130032024823.38","136810592503.572","143418604359.191","162150377873.966","166211429804.283","171485730111.625","165091066810.3","177517782178.285","178110404884.452","185974881025.615","202951818634.872","205259145041.445","210324347477.595","224559403175.516","243177744771.993","256962642572.43","280691146082.656","286039801420.52","300585585980.463","326364570143.785","343921515244.162","356999652016.665","374158164922.827","377407052497.651","432603337813.424","511940108074.608","525948204389.143","555481708109.946",
"Italy","ITA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1058827882084.8","1111475562061.48","1146288692809.39","1163452148162.45","1213857027382.44","1275087213867.71","1313028330958.53","1361453089742.71","1426859939137.68","1460169980172.29","1545768752662.19","1603164497258.89","1646072139397.13","1679092604191.41","1710835263471.15","1753016877957.85","1895691665643.8","2004103450704.83","2097398729606.2","2053694261322.75","2092362873127.09","2184513771818.95","2183804737265.14","2198918891792.88","2211700088150.52","2252253163528.53","2433618302347.89","2528635516998.96","2609651815348.66","2787073032822.59","2641203589480.81","2946333608376.65","3319366253339.18","3415333338674.66","3589121540312.88",
"Jamaica","JAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11521456517.7173","12487377433.0547","13021707420.9646","14585698253.4292","15103217255.1845","15782245338.4018","16052903143.7781","16143493119.2365","15943810189.9367","16338833649.3001","16855762170.3953","17467104335.7971","18092832500.6728","19126479087.3748","19900797155.3032","20708227645.6423","21965707098.4358","22883875381.3583","23135445417.6733","22266634916.3324","22208837625.3628","23059255170.7083","23214929063.4246","24023892586.5579","24397287651.2427","25182384150.2051","26411115826.8499","27651386383.771","28300462384.3033","28468528877.0366","25451633088.1949","27176946493.566","30634742220.3548","32563744657.7294","33111437467.4481",
"Jordan","JOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15636361819.2545","16425175600.8976","19210169394.4591","20547902359.8199","22029986806.2985","23886580676.7787","24831532320.7699","26095451424.9837","27183603327.3745","28502713258.9654","30385910541.9386","32707488485.7529","35136896932.6905","37321760721.1519","41608792594.7203","46409399612.5231","51712316825.587","57455973870.5506","62791457385.8143","66352659859.5362","68713655220.9253","72050912802.1938","73887520573.5489","78452380693.4733","80397356421.9829","85588348124.0501","87534483836.1905","94825378274.4728","94604332953.0972","100626037104.859","104080200892.953","101616771489.092","111743557894.989","119103273959.643","125019343386.99",
"Japan","JPN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2458757725394.36","2631467510417.43","2715675018159.04","2767279212213.77","2856992786468.72","2993644735915","3143992144629.41","3229588924781.63","3224451308869.43","3258971755243.63","3461199212871.49","3552841434344.91","3647933229747.3","3753919256711.54","3938955753801.61","4110440479265.64","4300322202225.7","4482081297524.2","4517267516318.56","4295629000666.77","4525401285474.55","4629400479632.82","4799612889015.1","5021591088716.88","5034454618847.27","5200905340128.5","5158900389806.62","5262254961496.84","5344060957173.06","5404462313923.94","5356710635860.81","5574650884739.54","5930403853110.9","6212962918547.56","6407671854496.88",
"Kazakhstan","KAZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135074235240.789","124281550014.757","120376717015.586","111892872895.191","99882474775.9079","93614609796.8566","95805115256.741","99113997427.6229","98323575364.6449","102407254091.346","114990222142.234","133452670508.841","148808116627.365","165858440472.901","186669097079.464","211196657907.107","241004547154.978","269564507813.482","283825255031.34","289002744475.035","313868548165.779","344049455918.982","369783340663.465","417039504506.503","426844567293.671","406611059018.014","422786764645.624","447143865260.692","475138151280.585","551108130794.884","565757228613.755","650469813945.991","719143972705.045","783017688189.349","840445512071.735",
"Kenya","KEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39587653483.521","41515097273.2209","42121691418.6239","43272411383.6063","45359958236.7536","48351578866.6054","51278552662.3958","52410546872.6057","54743370148.0552","56797949171.4744","58432863846.0635","62007031615.8442","63314978396.5385","66458368611.2695","71728946875.3981","78347607390.589","85991146841.4899","94371493369.4559","96413190295.6955","100215839417.265","109607761069.453","117598023944.482","124961878452.748","139746695151.583","154709329446.165","173206956148.628","188546457052.59","205511364865.135","221491717233.004","240006995767.663","250255393335.358","284129273925.386","319179328511.243","349035957917.845","373549891750.11",
"Kyrgyz Republic","KGZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11170168416.7966","10630564112.7966","9368256102.77165","8107716053.04421","6617613642.24192","6389911212.98483","6967876605.9873","7790830580.2531","8045555485.36403","8457698762.21228","9120091690.02516","9821712906.24774","9972613783.76033","10884450551.7862","11962539832.4296","12315965409.7066","13089706552.7888","14592873714.8541","16123695426.1079","16691390973.8752","16814571636.6724","18183659161.176","20283491468.0054","23114163150.7939","24971077860.1925","25086544783.7459","28429771863.0656","31241590663.088","30789434119.8894","34955978964.9393","34834094213.2461","39301901464.0311","45879594489.2342","51814586970.3659","57864889798.0022",
"Cambodia","KHM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10396290527.9643","11563776555.1314","12657283369.386","13488340386.4742","8980985670.63207","10077366644.2719","10867053240.1987","11497359838.3609","12170888167.2422","13911358385.6736","15648212291.0836","17182956708.0688","18543232821.8267","20853910301.2724","23440026263.0214","27391055614.7192","31325690955.1289","35520024828.2326","38911165513.9601","40746485215.2719","43335477862.6357","47452391312.3707","53555447530.5541","59026496728.1017","63400653497.7179","69267932041.222","75271078913.0336","81171550322.3937","91413678746.1866","101425852442.976","99390356590.6425","105674090069.142","119015567874.092","129472162766.306","140580072943.655",
"Kiribati","KIR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89192035.8017036","86999784.3261175","110301879.271525","112798965.066409","117563734.652975","123332119.232255","125524674.392712","129192354.874799","136447881.245061","132962287.362719","145142424.032806","143744360.973886","148090670.537453","148635263.817443","151702715.649462","158481412.566625","172806424.564093","182910603.375974","180870183.240703","182962657.356972","187456471.802346","197568194.319608","212926945.001633","233292072.85742","240354497.909504","269913079.511485","291791468.053021","308152392.019748","326179430.65841","342386077.02702","341842564.466708","387761958.155448","434376227.301959","461941012.755098","498029490.186256",
